year,source_ccode,target_ccode,tie
2002,150,771,229.02778649000174
2003,150,771,150.3828106171659
2004,150,771,33.025799547052884
2005,150,771,-54.71937502007495
2006,150,771,-168.94902104842004
2007,150,771,-297.78551975190567
2008,150,771,-435.0034530659814
2009,150,771,-195.01470158131633
2010,150,771,-364.6732826467942
2011,150,771,-551.1154424333199
2012,150,771,-524.6505681316448
2013,150,771,-531.0255681316448
2014,150,771,-504.220121204271
1982,150,775,762.0124656787702
1983,150,775,763.9386441366878
1984,150,775,746.1662953495197
1985,150,775,737.0691519813545
1986,150,775,722.8375884977777
1987,150,775,686.184351115945
1988,150,775,653.5028066649929
1989,150,775,630.8400691015922
1990,150,775,605.994594313408
1991,150,775,582.6261106742277
1992,150,775,551.9078378763261
1993,150,775,525.8346510581541
1994,150,775,462.320903664835
1995,150,775,393.24331708119826
1996,150,775,361.3109591640641
1997,150,775,336.38812990717634
1998,150,775,329.4644722458361
1999,150,775,282.4307205998721
2000,150,775,181.5593252091112
2001,150,775,196.9068983002271
2002,150,775,180.31415064198154
2003,150,775,102.66917476914568
2004,150,775,-14.68783630096732
2005,150,775,-102.43301086809515
2006,150,775,-210.31638011856376
2007,150,775,-343.1528788220494
2008,150,775,-483.3708121361251
2009,150,775,-242.38206065146005
2010,150,775,-415.0406417169379
2011,150,775,-615.4828015034636
2012,150,775,-623.0179272017904
2013,150,775,-639.3929272017904
2014,150,775,-650.5874802744147
1948,150,780,1238.4108909863862
1949,150,780,1270.7498511648528
1950,150,780,1295.4054393498745
1951,150,780,1264.3194734041062
1952,150,780,1340.3416793456754
1953,150,780,1302.7547771189684
1954,150,780,1299.6571266893225
1955,150,780,1331.212471977933
1956,150,780,1270.5050923710087
1957,150,780,1252.5265319402451
1958,150,780,1246.6209629478471
1959,150,780,1240.4405986067213
1960,150,780,997.3545068958356
1961,150,780,980.1082575318842
1962,150,780,908.7965179007097
1963,150,780,882.7274970707185
1964,150,780,855.4416025422797
1965,150,780,845.073113110524
1966,150,780,809.7957818625973
1967,150,780,806.5688455621439
1968,150,780,788.4768053397329
1969,150,780,786.8828542865358
1970,150,780,769.5207242050128
1971,150,780,749.9720059315696
1972,150,780,743.2008540345478
1973,150,780,718.9574125336158
1974,150,780,683.219706389842
1975,150,780,648.6546185859888
1976,150,780,633.8594044209403
1977,150,780,615.9671280727644
1978,150,780,611.0995763712735
1979,150,780,576.8844523797998
1980,150,780,550.0756415056912
1981,150,780,512.0757495342586
1982,150,780,522.7220629238691
1983,150,780,524.6482413817866
1984,150,780,506.87589259461856
1985,150,780,497.7787492264524
1986,150,780,483.54718574287654
1987,150,780,446.89394836104293
1988,150,780,414.2124039100927
1989,150,780,391.5496663466911
1990,150,780,366.70419155850504
1991,150,780,343.3357079193265
1992,150,780,312.61743512142493
1993,150,780,286.54424830325297
1994,150,780,223.03050090993383
1995,150,780,153.9529143262971
1996,150,780,122.02055640916296
1997,150,780,97.09772715227518
1998,150,780,90.17406949093493
1999,150,780,43.14031784497092
2000,150,780,-57.73107754578996
2001,150,780,-42.38350445467586
2002,150,780,-58.97625211292143
2003,150,780,-136.62122798575547
2004,150,780,-253.97823905586847
2005,150,780,-341.7234136229981
2006,150,780,-455.9530596513432
2007,150,780,-588.7895583548288
2008,150,780,-728.0074916689045
2009,150,780,-488.0187401842377
2010,150,780,-659.6773212497155
2011,150,780,-860.1194810362431
2012,150,780,-867.654606734568
2013,150,780,-885.029606734568
2014,150,780,-897.2241598071942
1982,150,781,1263.3305701281897
1983,150,781,1265.2567485861073
1984,150,781,1247.484399798941
1985,150,781,1238.3872564307758
1987,150,781,1187.5024555653663
1988,150,781,1154.8209111144142
1989,150,781,1132.1581735510126
1990,150,781,1107.3126987628266
1991,150,781,1083.944215123649
1992,150,781,1053.2259423257465
1993,150,781,1027.1527555075736
1994,150,781,963.6390081142554
1995,150,781,894.5614215306205
1996,150,781,862.6290636134836
1997,150,781,837.7062343565976
1998,150,781,830.7825766952574
1999,150,781,783.7488250492934
2000,150,781,682.8774296585298
2001,150,781,698.2250027496457
2002,150,781,681.6322550914001
2003,150,781,603.9872792185652
2004,150,781,486.63026814845216
2005,150,781,398.8850935813225
2006,150,781,284.6554475529774
2007,150,781,151.8189488494918
2008,150,781,11.601015535416082
2009,150,781,252.58976702008295
2010,150,781,79.9311859546051
2011,150,781,-120.51097383192246
2012,150,781,-128.04609953024737
2013,150,781,-144.42109953024737
2014,150,781,-156.61565260287352
1982,150,790,1252.5309211044796
1983,150,790,1254.457099562398
1984,150,790,1236.68475077523
1985,150,790,1227.5876074070648
1989,150,790,1121.3585245273025
1990,150,790,1096.5130497391174
1991,150,790,1073.1445660999389
1992,150,790,1042.4262933020364
1993,150,790,1016.3531064838644
1994,150,790,952.8393590905443
1995,150,790,883.7617725069094
1996,150,790,851.8294145897735
1997,150,790,826.9065853328866
1998,150,790,819.9829276715463
1999,150,790,772.9491760255823
2000,150,790,672.0777806348206
2001,150,790,687.4253537259365
2002,150,790,670.8326060676909
2003,150,790,593.187630194856
2004,150,790,475.83061912474295
2005,150,790,388.0854445576133
2006,150,790,273.8557985292682
2007,150,790,141.01929982578258
2008,150,790,0.801366511706874
2009,150,790,241.79011799637374
2010,150,790,69.13153693089589
2011,150,790,-131.31062285563166
2012,150,790,-138.84574855395658
2013,150,790,-155.22074855395658
2014,150,790,-167.41530162658273
1948,150,800,749.9627705042276
1949,150,800,782.3017306826941
1956,150,800,782.0569718888501
1957,150,800,764.0784114580865
1958,150,800,758.1728424656885
1959,150,800,751.9924781245627
1960,150,800,508.90638641367696
1961,150,800,491.6601370497265
1962,150,800,420.34839741855103
1963,150,800,394.2793765885599
1964,150,800,366.9934820601211
1965,150,800,356.62499262836536
1966,150,800,321.3476613804396
1967,150,800,318.1207250799853
1968,150,800,300.02868485757426
1969,150,800,298.4347338043772
1970,150,800,281.0726037228542
1971,150,800,261.52388544941095
1972,150,800,254.75273355239005
1973,150,800,230.50929205145803
1974,150,800,194.7715859076834
1975,150,800,160.2064981038311
1976,150,800,145.4112839387817
1977,150,800,127.51900759060482
1978,150,800,122.65145588911582
1979,150,800,88.43633189764114
1980,150,800,49.62752102353261
1981,150,800,23.62762905210002
1982,150,800,34.27394244171046
1983,150,800,36.20012089962802
1984,150,800,18.427772112459934
1985,150,800,9.33062874429379
1986,150,800,-4.900934739282093
1987,150,800,-41.55417212111388
1988,150,800,-74.23571657206594
1989,150,800,-95.89845413546755
1990,150,800,-120.74392892365358
1991,150,800,-144.1124125628321
1992,150,800,-173.8306853607337
1993,150,800,-199.90387217890566
1994,150,800,-260.4176195722248
1995,150,800,-325.4952061558615
1996,150,800,-358.42756407299566
1997,150,800,-385.35039332988345
1998,150,800,-390.2740509912237
1999,150,800,-440.3078026371877
2000,150,800,-537.1791980279486
2001,150,800,-515.8316249368345
2002,150,800,-532.4243725950801
2003,150,800,-615.0693484679141
2004,150,800,-726.4263595380271
2005,150,800,-806.1715341051568
2006,150,800,-916.4011801335018
2007,150,800,-1030.2376788369875
2008,150,800,-1162.4556121510632
2009,150,800,-914.4668606663963
2010,150,800,-1046.1254417318742
2011,150,800,-1245.5676015184017
2012,150,800,-1269.1027272167266
2013,150,800,-1281.4777272167266
2014,150,800,-1116.6722802893528
1982,150,811,914.3215979519773
1983,150,811,916.2477764098949
1984,150,811,898.4754276227286
1985,150,811,889.3782842545634
1987,150,811,838.4934833891539
1988,150,811,805.8119389382018
1989,150,811,783.1492013748002
1990,150,811,758.3037265866142
1991,150,811,734.9352429474375
1992,150,811,704.2169701495341
1993,150,811,678.1437833313612
1994,150,811,614.6300359380439
1995,150,811,545.5524493544071
1996,150,811,513.6200914372712
1997,150,811,488.6972621803852
1998,150,811,481.77360451904497
1999,150,811,434.73985287308096
2000,150,811,333.86845748231826
2001,150,811,349.2160305734342
2002,150,811,332.6232829151886
2003,150,811,254.97830704235275
2004,150,811,137.62129597223975
2005,150,811,49.87612140511192
2006,150,811,-64.35352462323499
2007,150,811,-197.19002332672062
2008,150,811,-337.40795664079633
2009,150,811,-96.41920515612946
2010,150,811,-268.0777862216073
2011,150,811,-468.51994600813487
2012,150,811,-476.0550717064598
2013,150,811,-490.4300717064598
2014,150,811,-501.62462477908593
1982,150,812,1145.4940774577108
1983,150,812,1147.4202559156274
1984,150,812,1129.6479071284602
1985,150,812,1120.550763760295
1986,150,812,1106.3192002767182
1987,150,812,1069.6659628948855
1988,150,812,1036.9844184439335
1989,150,812,1014.3216808805337
1990,150,812,989.4762060923476
1991,150,812,966.1077224531691
1992,150,812,935.3894496552675
1993,150,812,909.3162628370947
1994,150,812,845.8025154437746
1995,150,812,776.7249288601397
1996,150,812,744.7925709430037
1997,150,812,719.8697416861169
1998,150,812,712.9460840247766
1999,150,812,665.9123323788135
2000,150,812,565.0409369880508
2001,150,812,580.3885100791667
2002,150,812,563.7957624209212
2003,150,812,486.1507865480853
2004,150,812,368.7937754779723
2005,150,812,281.04860091084447
2006,150,812,166.81895488249938
2007,150,812,33.98245617901375
2008,150,812,-106.23547713506196
2009,150,812,134.7532743496031
2010,150,812,-37.90530671587476
2011,150,812,-238.3474665024005
2012,150,812,-245.88259220072723
2013,150,812,-262.25759220072723
2014,150,812,-274.45214527335156
1960,150,816,1092.6853231393034
1961,150,816,1075.4390737753529
1962,150,816,1004.1273341441774
1963,150,816,978.0583133141863
1972,150,816,838.5316702780156
1981,150,816,607.4065657777264
1982,150,816,618.0528791673369
1983,150,816,619.9790576252544
1984,150,816,602.2067088380863
1985,150,816,593.109565469922
1986,150,816,578.8780019863443
1987,150,816,542.2247646045125
1988,150,816,509.54322015356047
1989,150,816,486.88048259015886
1990,150,816,462.03500780197464
1991,150,816,438.6665241627943
1992,150,816,407.9482513648927
1993,150,816,381.87506454672075
1994,150,816,318.3613171534016
1995,150,816,249.28373056976488
1996,150,816,217.35137265263074
1997,150,816,193.42854339574296
1998,150,816,186.5048857344027
1999,150,816,139.4711340884387
2000,150,816,38.59973869767782
2001,150,816,53.94731178879192
2002,150,816,36.35456413054817
2003,150,816,-41.29041174228769
2004,150,816,-157.6474228124007
2005,150,816,-244.39259737952852
2006,150,816,-355.62224340787543
2007,150,816,-477.45874211136106
2008,150,816,-610.6766754254368
2009,150,816,-350.6879239407699
2010,150,816,-520.3465050062478
2011,150,816,-672.7886647927753
2012,150,816,-701.3237904911002
2013,150,816,-737.6987904911002
2014,150,816,-712.8933435637264
1957,150,820,618.0118500876033
1958,150,820,612.1062810952062
1959,150,820,605.9259167540786
1960,150,820,362.83982504319283
1961,150,820,345.59357567924235
1962,150,820,274.2818360480669
1963,150,820,248.21281521807578
1964,150,820,220.92692068963697
1965,150,820,210.55843125788124
1966,150,820,175.28110000995548
1967,150,820,172.05416370950115
1968,150,820,153.96212348709014
1969,150,820,152.36817243389487
1970,150,820,135.00604235237006
1971,150,820,115.45732407892683
1972,150,820,108.68617218190593
1973,150,820,84.44273068097391
1974,150,820,48.7050245372011
1975,150,820,14.139936733346985
1976,150,820,-0.6552774317005969
1977,150,820,-18.54755377987749
1978,150,820,-23.4151054813683
1979,150,820,-56.630229472842984
1980,150,820,-95.43904034695151
1981,150,820,-121.4389323183841
1982,150,820,-110.79261892877366
1983,150,820,-108.8664404708561
1984,150,820,-126.63878925802419
1985,150,820,-135.73593262618851
1986,150,820,-150.96749610976622
1987,150,820,-187.620733491598
1988,150,820,-219.30227794255006
1989,150,820,-241.96501550594985
1990,150,820,-264.8104902941359
1991,150,820,-288.1789739333144
1992,150,820,-318.897246731216
1993,150,820,-343.9704335493898
1994,150,820,-406.4841809427089
1995,150,820,-464.56176752634383
1996,150,820,-503.4941254434798
1997,150,820,-532.4169547003676
1998,150,820,-541.3406123617078
1999,150,820,-587.3743640076718
2000,150,820,-683.2457593984327
2001,150,820,-666.8981863073168
2002,150,820,-685.4909339655624
2003,150,820,-763.1359098383982
2004,150,820,-875.4929209085112
2005,150,820,-943.238095475639
2006,150,820,-1020.467741503986
2007,150,820,-1164.3042402074716
2008,150,820,-1296.5221735215455
2009,150,820,-1085.5334220368804
2010,150,820,-1255.1920031023583
2011,150,820,-1417.6341628888858
2012,150,820,-1432.1692885872108
2013,150,820,-1437.5442885872108
2014,150,820,-1437.738841659837
1965,150,830,-139.65468872578822
1966,150,830,-174.93201997371398
1967,150,830,-178.1589562741683
1968,150,830,-196.25099649657932
1969,150,830,-197.8449475497764
1970,150,830,-215.2070776312994
1971,150,830,-234.75579590474263
1972,150,830,-241.52694780176353
1973,150,830,-265.77038930269555
1974,150,830,-301.5080954464702
1975,150,830,-336.0731832503225
1976,150,830,-350.8683974153719
1977,150,830,-368.76067376354877
1978,150,830,-372.62822546503776
1979,150,830,-406.84334945651244
1980,150,830,-445.652160330621
1981,150,830,-470.65205230205356
1982,150,830,-461.0057389124431
1983,150,830,-458.07956045452556
1984,150,830,-475.85190924169365
1985,150,830,-484.949052609858
1986,150,830,-500.1806160934357
1987,150,830,-534.8338534752675
1988,150,830,-568.5153979262195
1989,150,830,-590.1781354896211
1990,150,830,-614.0236102778053
1991,150,830,-635.3920939169857
1992,150,830,-661.1103667148873
1993,150,830,-691.1835535330592
1994,150,830,-741.6973009263784
1995,150,830,-815.7748875100151
1996,150,830,-842.7072454271492
1997,150,830,-863.630074684037
1998,150,830,-881.5537323453773
1999,150,830,-937.5874839913413
2000,150,830,-1035.4588793821022
2001,150,830,-1018.1113062909862
2002,150,830,-1038.7040539492318
2003,150,830,-1118.3490298220677
2004,150,830,-1235.7060408921807
2005,150,830,-1316.4512154593085
2006,150,830,-1407.6808614876554
2007,150,830,-1538.517360191141
2008,150,830,-1673.7352935052168
2009,150,830,-1445.74654202055
2010,150,830,-1628.4051230860277
2011,150,830,-1825.8472828725553
2012,150,830,-1776.3824085708802
2013,150,830,-1818.7574085708802
2014,150,830,-1836.9519616435064
1984,150,835,1061.2672969645791
1985,150,835,1052.1701535964148
1987,150,835,1001.2853527310053
1988,150,835,968.6038082800533
1989,150,835,945.9410707166526
1990,150,835,921.0955959284674
1991,150,835,897.727112289288
1992,150,835,867.0088394913864
1993,150,835,840.9356526732136
1994,150,835,777.4219052798944
1995,150,835,708.3443186962586
1996,150,835,676.4119607791235
1997,150,835,651.4891315222358
1998,150,835,644.5654738608955
1999,150,835,597.5317222149315
2000,150,835,496.6603268241706
2001,150,835,512.0078999152865
2002,150,835,495.415152257041
2003,150,835,417.7701763842051
2004,150,835,300.4131653140921
2005,150,835,212.66799074696428
2006,150,835,98.43834471861737
2007,150,835,-34.39815398486826
2008,150,835,-174.61608729894215
2009,150,835,66.3726641857229
2010,150,835,-106.28591687975495
2011,150,835,-306.7280766662825
2012,150,835,-314.2632023646074
2013,150,835,-330.6382023646074
2014,150,835,-342.8327554372336
1948,150,840,1021.178477749756
1949,150,840,1053.5174379282225
1950,150,840,1078.1730261132443
1951,150,840,1047.087060167476
1952,150,840,1123.1092661090452
1953,150,840,1085.5223638823381
1954,150,840,1082.4247134526922
1955,150,840,1113.9800587413029
1956,150,840,1053.2726791343784
1957,150,840,1035.294118703615
1958,150,840,1029.388549711217
1959,150,840,1023.2081853700902
1960,150,840,780.1220936592053
1961,150,840,762.875844295254
1962,150,840,691.5641046640794
1963,150,840,665.4950838340883
1964,150,840,638.2091893056495
1965,150,840,627.8406998738938
1966,150,840,592.563368625968
1967,150,840,589.3364323255137
1968,150,840,571.2443921031027
1969,150,840,569.6504410499056
1970,150,840,552.2883109683826
1971,150,840,532.7395926949393
1972,150,840,525.9684407979166
1973,150,840,501.7249992969864
1974,150,840,465.9872931532118
1975,150,840,431.4222053493577
1976,150,840,417.6269911843101
1977,150,840,398.3741256731737
1978,150,840,393.5065739716829
1979,150,840,361.2914499802082
1980,150,840,321.48263910609967
1981,150,840,295.4827471346671
1982,150,840,305.1290605242775
1983,150,840,307.0552389821951
1984,150,840,289.282890195027
1985,150,840,280.18574682686267
1986,150,840,265.95418334328497
1987,150,840,229.30094596145318
1988,150,840,196.61940151050112
1989,150,840,173.95666394710133
1990,150,840,149.1111891589153
1991,150,840,125.74270551973677
1992,150,840,95.02443272183518
1993,150,840,68.9512459036614
1994,150,840,5.437498510342266
1995,150,840,-63.640088073292645
1996,150,840,-95.5724459904286
1997,150,840,-119.49527524731639
1998,150,840,-126.41893290865664
1999,150,840,-173.45268455461883
2000,150,840,-274.3240799453815
2001,150,840,-258.9765068542656
2002,150,840,-275.5692545125112
2003,150,840,-353.21423038534704
2004,150,840,-470.57124145546004
2005,150,840,-559.3164160225879
2006,150,840,-670.5460620509348
2007,150,840,-798.3825607544204
2008,150,840,-940.6004940684943
2009,150,840,-701.6117425838293
2010,150,840,-876.2703236493071
2011,150,840,-1075.7124834358347
2012,150,840,-1083.2476091341596
2013,150,840,-1099.6226091341596
2014,150,840,-1103.8171622067857
1949,150,850,668.426231242589
1950,150,850,693.0818194276108
1951,150,850,661.9958534818425
1952,150,850,738.0180594234116
1953,150,850,700.4311571967046
1954,150,850,697.3335067670587
1955,150,850,728.8888520556693
1956,150,850,668.1814724487449
1957,150,850,650.2029120179814
1958,150,850,644.2973430255834
1959,150,850,638.1169786844566
1960,150,850,395.0308869735709
1961,150,850,377.7846376096204
1962,150,850,306.47289797844496
1963,150,850,280.40387714845383
1964,150,850,253.11798262001503
1965,150,850,242.7494931882593
1966,150,850,207.47216194033354
1967,150,850,204.2452256398792
1968,150,850,186.1531854174682
1969,150,850,184.55923436427292
1970,150,850,167.19710428274811
1971,150,850,147.6483860093049
1972,150,850,140.877234112284
1973,150,850,116.63379261135196
1974,150,850,80.89608646757733
1975,150,850,46.33099866372504
1976,150,850,31.535784498677458
1977,150,850,13.643508150500566
1978,150,850,8.775956449009755
1979,150,850,-25.43916754246493
1980,150,850,-63.24797841657346
1981,150,850,-89.24787038800605
1982,150,850,-78.60155699839561
1983,150,850,-77.67537854047805
1984,150,850,-95.44772732764613
1985,150,850,-104.54487069581046
1986,150,850,-118.77643417938816
1987,150,850,-155.42967156121995
1988,150,850,-188.111216012172
1989,150,850,-209.77395357557361
1990,150,850,-233.61942836375783
1991,150,850,-254.98791200293635
1992,150,850,-287.70618480083976
1993,150,850,-314.7793716190117
1994,150,850,-376.29311901233086
1995,150,850,-443.3707055959658
1996,150,850,-475.30306351310173
1997,150,850,-500.2258927699895
1998,150,850,-508.14955043132977
1999,150,850,-557.183302077292
2000,150,850,-656.0546974680547
2001,150,850,-639.7071243769387
2002,150,850,-656.2998720351843
2003,150,850,-735.9448479080202
2004,150,850,-850.3018589781332
2005,150,850,-936.047033545261
2006,150,850,-1053.276679573608
2007,150,850,-1182.1131782770935
2008,150,850,-1317.3311115911692
2009,150,850,-1061.3423601065024
2010,150,850,-1236.0009411719802
2011,150,850,-1406.4431009585078
2012,150,850,-1433.9782266568327
2013,150,850,-1366.3532266568327
2014,150,850,-1422.547779729457
1928,150,900,1140.2234667428575
1929,150,900,1143.2727765942836
1930,150,900,937.2718437922258
1931,150,900,1174.8633292095128
1932,150,900,1169.5060596081603
1933,150,900,1163.646802831221
1934,150,900,1093.7085557453356
1935,150,900,1177.7638837212762
1936,150,900,1112.2285933637395
1937,150,900,1037.5322269425415
1938,150,900,1087.5641726537078
1939,150,900,888.4973957918319
1940,150,900,1595.4224165411779
1941,150,900,1519.229514545037
1942,150,900,1770.4250421043052
1943,150,900,1709.2745035855487
1944,150,900,1458.2817700194582
1945,150,900,1254.3388042451288
1946,150,900,370.27669560259346
1947,150,900,360.386204534645
1948,150,900,-137.404810762715
1949,150,900,-105.06585058424753
1951,150,900,-111.49622834499314
1952,150,900,-35.4740224034249
1953,150,900,-73.06092463013192
1954,150,900,-76.15857505977692
1955,150,900,-44.6032297711663
1956,150,900,-105.31060937809161
1957,150,900,-123.28916980885515
1958,150,900,-129.19473880125224
1959,150,900,-135.37510314237988
1960,150,900,-378.4611948532638
1961,150,900,-395.7074442172161
1962,150,900,-467.01918384838973
1963,150,900,-493.0882046783827
1964,150,900,-520.3740992068215
1965,150,900,-530.7425886385754
1966,150,900,-566.019919886503
1967,150,900,-569.2468561869555
1968,150,900,-587.3388964093683
1969,150,900,-588.9328474625636
1970,150,900,-606.2949775440884
1971,150,900,-625.8436958175316
1972,150,900,-632.6148477145525
1973,150,900,-656.8582892154845
1974,150,900,-692.5959953592574
1975,150,900,-727.1610831631115
1976,150,900,-740.956297328159
1977,150,900,-759.848573676336
1978,150,900,-764.7161253778268
1979,150,900,-798.9312493693014
1980,150,900,-837.74006024341
1981,150,900,-863.7399522148426
1982,150,900,-853.0936388252321
1983,150,900,-851.1674603673146
1984,150,900,-868.9398091544826
1985,150,900,-878.036952522647
1986,150,900,-892.2685160062247
1987,150,900,-928.9217533880565
1988,150,900,-961.6032978390085
1989,150,900,-984.2660354024083
1990,150,900,-1009.1115101905943
1991,150,900,-1032.4799938297729
1992,150,900,-1063.1982666276745
1993,150,900,-1089.2714534458464
1994,150,900,-1151.7852008391674
1995,150,900,-1220.8627874228023
1996,150,900,-1252.7951453399382
1997,150,900,-1278.717974596826
1998,150,900,-1285.6416322581645
1999,150,900,-1332.6753839041285
2000,150,900,-1433.5467792948912
2001,150,900,-1418.1992062037752
2002,150,900,-1434.7919538620208
2003,150,900,-1511.4369297348567
2004,150,900,-1628.7939408049697
2005,150,900,-1715.5391153720975
2006,150,900,-1829.7687614004426
2007,150,900,-1963.60526010393
2008,150,900,-2102.823193418004
2009,150,900,-1861.834441933339
2010,150,900,-2034.4930229988167
2011,150,900,-2234.9351827853425
2012,150,900,-2240.470308483669
2013,150,900,-2257.845308483669
2014,150,900,-2270.0398615562954
1975,150,910,685.2372315157272
1976,150,910,670.4420173506787
1977,150,910,652.5497410025027
1978,150,910,647.6821893010119
1979,150,910,613.4670653095382
1980,150,910,574.6582544354296
1981,150,910,548.658362463997
1982,150,910,559.3046758536075
1983,150,910,561.230854311525
1984,150,910,543.458505524357
1985,150,910,534.3613621561908
1986,150,910,520.1297986726149
1987,150,910,483.47656129078314
1988,150,910,450.7950168398311
1989,150,910,428.1322792764295
1990,150,910,403.28680448824343
1991,150,910,379.9183208490649
1992,150,910,349.2000480511633
1993,150,910,323.12686123299136
1994,150,910,259.6131138396722
1995,150,910,190.5355272560355
1996,150,910,158.60316933890135
1997,150,910,133.68034008201357
1998,150,910,126.75668242067331
1999,150,910,79.72293077470931
2000,150,910,-21.14846461605157
2001,150,910,-5.8008915249374695
2002,150,910,-22.39363918318304
2003,150,910,-100.03861505601708
2004,150,910,-217.39562612613008
2005,150,910,-305.14080069325973
2006,150,910,-419.3704467216048
2007,150,910,-552.2069454250905
2008,150,910,-692.4248787391662
2009,150,910,-451.4361272544993
2010,150,910,-624.0947083199771
2011,150,910,-824.5368681065047
2012,150,910,-832.0719938048296
2013,150,910,-848.4469938048296
2014,150,910,-860.6415468774558
1928,150,920,1500.4868931274395
1929,150,920,1503.5362029788648
1930,150,920,1297.535270176808
1931,150,920,1535.126755594094
1932,150,920,1529.7694859927415
1933,150,920,1523.9102292158022
1934,150,920,1453.9719821299177
1935,150,920,1538.0273101058574
1936,150,920,1472.4920197483207
1937,150,920,1397.7956533271226
1938,150,920,1447.827599038289
1939,150,920,1248.760822176413
1940,150,920,1955.685842925759
1941,150,920,1879.4929409296183
1942,150,920,2130.6884684888864
1943,150,920,2069.53792997013
1944,150,920,1818.5451964040394
1945,150,920,1614.60223062971
1946,150,920,730.5401219871746
1947,150,920,720.6496309192253
1948,150,920,222.8586156218662
1949,150,920,255.19757580033365
1957,150,920,236.97425657572603
1958,150,920,231.06868758332894
1959,150,920,224.8883232422013
1960,150,920,-18.197768468682625
1961,150,920,-35.44401783263493
1962,150,920,-106.75575746380855
1963,150,920,-132.8247782938015
1964,150,920,-160.1106728222403
1965,150,920,-170.47916225399422
1966,150,920,-205.7564935019218
1967,150,920,-208.9834298023743
1968,150,920,-227.07547002478714
1969,150,920,-228.6694210779824
1970,150,920,-246.03155115950722
1971,150,920,-265.58026943295044
1972,150,920,-272.35142132997134
1973,150,920,-296.59486283090337
1974,150,920,-332.3325689746762
1975,150,920,-366.8976567785303
1976,150,920,-381.6928709435779
1977,150,920,-399.58514729175477
1978,150,920,-404.4526989932456
1979,150,920,-438.66782298472026
1980,150,920,-477.476633858827
1981,150,920,-503.4765258302614
1982,150,920,-492.83021244065094
1983,150,920,-490.9040339827334
1984,150,920,-508.67638276990147
1985,150,920,-517.7735261380658
1986,150,920,-532.0050896216417
1987,150,920,-568.6583270034753
1988,150,920,-601.3398714544273
1989,150,920,-624.0026090178271
1990,150,920,-648.8480838060132
1991,150,920,-672.2165674451917
1992,150,920,-702.9348402430933
1993,150,920,-729.0080270612671
1994,150,920,-792.5217744545862
1995,150,920,-861.5993610382211
1996,150,920,-893.5317189553571
1997,150,920,-918.4545482122448
1998,150,920,-925.3782058735833
1999,150,920,-972.4119575195473
2000,150,920,-1073.28335291031
2001,150,920,-1057.935779819194
2002,150,920,-1074.5285274774396
2003,150,920,-1152.1735033502755
2004,150,920,-1269.5305144203885
2005,150,920,-1357.2756889875163
2006,150,920,-1470.5053350158632
2007,150,920,-1603.341833719347
2008,150,920,-1743.5597670334228
2009,150,920,-1502.5710155487577
2010,150,920,-1675.2295966142356
2011,150,920,-1874.6717564007613
2012,150,920,-1883.2068820990862
2013,150,920,-1898.5818820990862
2014,150,920,-1911.7764351717124
1989,150,950,61.2569251047571
1990,150,950,36.41145031657106
1991,150,950,13.042966677392542
1992,150,950,-17.67530612050905
1993,150,950,-43.74849293868101
1994,150,950,-107.26224033200197
1995,150,950,-176.33982691563688
1996,150,950,-208.27218483277284
1997,150,950,-233.1950140896588
1998,150,950,-240.11867175099906
1999,150,950,-287.15242339696306
2000,150,950,-388.02381878772576
2001,150,950,-372.67624569660984
2002,150,950,-389.2689933548554
2003,150,950,-466.91396922768945
2004,150,950,-584.2709802978043
2005,150,950,-672.0161548649321
2006,150,950,-786.2458008932772
2007,150,950,-919.0822995967628
2008,150,950,-1059.3002329108385
2009,150,950,-818.3114814261717
2010,150,950,-990.9700624916513
2011,150,950,-1191.412222278177
2012,150,950,-1198.947347976502
2013,150,950,-1215.322347976502
2014,150,950,-1227.5169010491281
2000,150,990,53.42084425379653
2001,150,990,68.76841734491245
2002,150,990,52.17566968666688
2003,150,990,-25.46930618616898
2004,150,990,-142.82631725628198
2005,150,990,-230.57149182340981
2006,150,990,-344.8011378517549
2007,150,990,-477.63763655524235
2008,150,990,-617.8555698693162
2009,150,990,-376.8668183846512
2010,150,990,-549.525399450129
2011,150,990,-749.9675592366548
2012,150,990,-757.5026849349815
2013,150,990,-773.8776849349815
2014,150,990,-786.0722380076058
1900,155,160,2148.730298227146
1901,155,160,2108.2064748043285
1902,155,160,2125.292109592746
1903,155,160,2057.7100757731287
1904,155,160,2133.288550938899
1905,155,160,2007.8439095086324
1907,155,160,1988.4039097659688
1908,155,160,2022.827831323395
1909,155,160,1993.502605457541
1910,155,160,2006.6440287704472
1911,155,160,1951.497804761806
1912,155,160,1493.1866024288347
1913,155,160,1460.675104911471
1920,155,160,749.4197359787986
1921,155,160,279.92004504484066
1922,155,160,103.37962155331388
1923,155,160,124.58735229333342
1924,155,160,88.74939267108948
1925,155,160,109.9351156146522
1926,155,160,9.502254375554003
1927,155,160,49.58251968490458
1928,155,160,-17.48392305886682
1929,155,160,-10.434613207441544
1930,155,160,-219.43554600949847
1931,155,160,10.155939407787628
1932,155,160,3.7986698064351003
1933,155,160,-0.060586970504118653
1934,155,160,-70.99883405638866
1935,155,160,14.05649391955103
1936,155,160,-50.47879643798569
1937,155,160,-123.17516285918373
1938,155,160,-74.14321714801736
1948,155,160,-1260.1122005644393
1949,155,160,-1248.7732403859727
1950,155,160,-1217.117652200951
1951,155,160,-1228.2036181467183
1952,155,160,-1127.18141220515
